Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
383,Mac McClung,27,IND,SG,3,0,11.3,2.3,6.0,.389,0.7,3.3,.200,1.7,2.7,.625,.444,1.0,1.3,.750,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,,mccluma01
383,Mac McClung,27,CHI,SG,6,0,12.2,1.7,5.0,.333,0.2,2.0,.083,1.5,3.0,.500,.350,1.2,1.5,.778,0.3,0.5,0.8,1.3,0.8,0.3,0.8,1.3,4.7,,mccluma01
384,Sidy Cissoko,21,POR,SF,73,26,19.6,1.8,4.6,.398,0.8,2.7,.298,1.0,1.9,.544,.487,0.8,1.2,.651,0.8,1.4,2.3,1.5,0.7,0.3,1.0,2.5,5.2,,cissosi01
385,Drew Eubanks,28,SAC,C,42,11,13.1,2.2,3.7,.596,0.0,0.2,.143,2.2,3.5,.617,.599,0.8,1.4,.561,0.9,2.1,3.0,0.5,0.4,0.6,0.7,1.4,5.2,,eubandr01
386,Andersson Garcia,25,UTA,SF,5,2,33.8,1.8,5.8,.310,0.2,2.6,.077,1.6,3.2,.500,.328,1.4,1.8,.778,3.4,5.0,8.4,2.8,1.6,0.8,1.4,3.2,5.2,,garcian01
387,Garrison Mathews,29,IND,SG,15,1,13.1,1.4,3.5,.404,1.1,3.1,.370,0.3,0.4,.667,.567,1.3,1.5,.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,mathega01
388,Baylor Scheierman,25,BOS,SG,75,19,18.2,1.9,4.1,.456,1.2,3.0,.397,0.7,1.1,.614,.601,0.3,0.3,.864,0.8,2.7,3.5,1.4,0.5,0.1,0.6,1.4,5.2,,scheiba01
389,Ochai Agbaji,25,2TM,SG,62,13,15.7,2.0,4.5,.436,0.5,2.1,.266,1.4,2.5,.579,.496,0.6,0.7,.837,0.7,1.5,2.3,0.8,0.4,0.3,0.5,1.5,5.1,,agbajoc01
389,Ochai Agbaji,25,TOR,SG,42,13,15.5,1.7,4.0,.424,0.3,1.5,.185,1.4,2.5,.571,.459,0.6,0.7,.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3,,agbajoc01
389,Ochai Agbaji,25,BRK,SG,20,0,16.2,2.5,5.5,.455,1.1,3.2,.349,1.4,2.4,.596,.555,0.6,0.7,.786,0.7,1.7,2.3,0.9,0.4,0.3,0.6,0.9,6.7,,agbajoc01
390,Jamal Cain,26,ORL,SF,38,1,11.7,1.7,3.7,.464,0.7,1.8,.382,1.0,1.9,.542,.557,1.0,1.1,.860,0.6,1.2,1.8,0.7,0.3,0.1,0.4,1.3,5.1,,cainja01
391,Johnny Furphy,21,IND,SG,35,21,18.4,2.0,4.3,.470,0.7,2.0,.324,1.3,2.2,.603,.547,0.5,1.0,.486,0.9,3.5,4.4,1.2,0.6,0.2,0.8,1.9,5.1,,furphjo01
392,Blake Wesley,22,POR,SG,29,0,12.3,1.9,4.3,.452,0.3,1.2,.278,1.6,3.0,.523,.492,0.9,1.6,.556,0.3,1.1,1.3,2.1,0.6,0.2,1.1,1.1,5.1,,weslebl01
393,Asa Newell,20,ATL,PF,42,1,10.8,2.0,3.7,.539,0.7,1.7,.394,1.3,2.0,.663,.630,0.3,0.6,.560,0.9,1.0,2.0,0.5,0.4,0.3,0.5,1.5,5.0,,newelas01
394,Charles Bassey,25,4TM,C,11,0,10.9,2.3,3.5,.658,0.0,0.0,,2.3,3.5,.658,.658,0.4,0.7,.500,1.8,2.7,4.5,0.4,0.4,0.9,0.5,1.1,4.9,,bassech01
394,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.5,1.5,.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,bassech01
394,Charles Bassey,25,PHI,C,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,bassech01
394,Charles Bassey,25,BOS,C,5,0,3.4,1.2,1.4,.857,0.0,0.0,,1.2,1.4,.857,.857,0.4,0.8,.500,0.8,0.4,1.2,0.0,0.2,0.4,0.2,0.6,2.8,,bassech01
394,Charles Bassey,25,GSW,C,3,0,22.3,5.0,7.3,.682,0.0,0.0,,5.0,7.3,.682,.682,0.3,0.3,1.000,3.0,6.7,9.7,0.7,0.7,2.0,1.0,1.3,10.3,,bassech01
395,Adem Bona,22,PHI,C,69,16,17.4,1.9,3.1,.598,0.0,0.1,.333,1.8,3.0,.606,.603,1.1,1.6,.712,1.8,2.5,4.3,0.4,0.4,1.2,0.8,2.2,4.9,,bonaad01
396,E.J. Liddell,25,BRK,PF,24,3,12.1,1.8,3.7,.494,0.6,1.8,.318,1.3,1.9,.667,.573,0.6,0.8,.750,0.5,2.0,2.5,0.8,0.2,0.4,0.5,1.5,4.9,,liddeej01
397,Jalen Pickett,26,DEN,SG,48,18,15.6,1.9,4.3,.428,0.9,2.4,.388,0.9,1.9,.478,.536,0.3,0.3,.867,0.4,1.9,2.2,2.2,0.3,0.1,0.6,0.9,4.9,,pickeja02
398,Tyrese Proctor,21,CLE,PG,48,1,10.4,1.6,4.2,.393,0.8,2.5,.336,0.8,1.7,.476,.493,0.8,0.9,.881,0.2,0.9,1.1,1.3,0.5,0.0,0.6,1.2,4.9,,proctty01
399,Rayan Rupert,21,2TM,SG,62,7,16.0,1.7,4.4,.396,0.7,1.9,.342,1.1,2.5,.438,.471,0.6,0.8,.760,0.7,2.0,2.6,1.0,0.8,0.1,0.7,1.9,4.8,,ruperra01
399,Rayan Rupert,21,POR,SG,48,0,12.0,1.1,3.1,.361,0.5,1.5,.310,0.6,1.6,.408,.435,0.2,0.3,.643,0.5,1.3,1.8,0.7,0.6,0.0,0.6,1.3,2.9,,ruperra01
399,Rayan Rupert,21,MEM,SG,14,7,29.6,3.9,9.0,.437,1.4,3.5,.388,2.6,5.5,.468,.512,2.1,2.6,.806,1.4,4.2,5.6,1.8,1.5,0.4,1.3,4.0,11.3,,ruperra01
400,Branden Carlson,26,OKC,C,40,2,10.2,2.0,3.7,.541,0.6,1.7,.348,1.4,2.1,.695,.618,0.3,0.5,.500,0.6,1.9,2.6,0.6,0.2,0.5,0.4,0.9,4.8,,carlsbr01
401,KJ Simpson,23,2TM,PG,19,2,13.2,1.7,5.2,.337,0.6,2.1,.300,1.1,3.1,.362,.398,0.6,0.9,.611,0.4,1.4,1.8,2.3,0.8,0.0,1.3,0.9,4.7,,simpskj01
401,KJ Simpson,23,CHO,PG,14,2,15.9,2.2,6.4,.348,0.9,2.8,.308,1.4,3.6,.380,.416,0.7,1.1,.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,,simpskj01
401,KJ Simpson,23,DEN,PG,5,0,5.6,0.4,1.8,.222,0.0,0.2,.000,0.4,1.6,.250,.222,0.2,0.4,.500,0.6,0.6,1.2,1.6,0.2,0.0,0.2,0.8,1.0,,simpskj01
402,Terrence Shannon Jr.,25,MIN,SG,41,1,11.6,1.5,3.4,.450,0.6,1.5,.419,0.9,1.9,.474,.543,1.0,1.2,.800,0.2,0.9,1.1,0.8,0.3,0.0,0.5,1.1,4.7,,shannte01
403,Jericho Sims,27,MIL,C,65,18,19.3,2.1,2.6,.779,0.0,0.0,,2.1,2.6,.779,.779,0.6,1.0,.615,2.1,3.3,5.4,1.5,0.3,0.2,1.1,2.2,4.7,,simsje01
404,Lonzo Ball,28,CLE,PG,35,3,20.8,1.5,5.0,.301,1.1,4.2,.272,0.4,0.8,.448,.415,0.4,0.6,.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6,,balllo01
405,Malaki Branham,22,WAS,SG,28,0,9.8,1.5,3.3,.473,0.5,1.3,.378,1.0,1.9,.537,.549,1.0,1.2,.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,,branhma01
406,Jordan Hawkins,23,NOP,SG,49,0,13.0,1.7,4.6,.366,0.9,2.6,.346,0.8,2.0,.392,.464,0.3,0.4,.810,0.4,1.2,1.6,0.7,0.2,0.2,0.6,0.5,4.6,,hawkijo01
407,Josh Okogie,27,HOU,SG,76,30,17.2,1.6,3.8,.435,0.8,2.0,.394,0.8,1.7,.485,.542,0.5,0.9,.582,1.0,1.5,2.6,0.9,0.8,0.2,0.5,1.4,4.6,,okogijo01
408,Jeremiah Robinson-Earl,25,2TM,PF,22,3,16.4,1.7,4.5,.370,0.5,1.9,.244,1.2,2.7,.458,.420,0.8,0.8,.944,1.6,3.0,4.7,0.7,0.4,0.0,0.5,1.2,4.6,,robinje02
408,Jeremiah Robinson-Earl,25,IND,PF,17,3,17.6,1.7,4.9,.349,0.5,1.9,.242,1.2,2.9,.420,.398,0.8,0.8,.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,robinje02
408,Jeremiah Robinson-Earl,25,DAL,PF,5,0,12.2,1.6,3.4,.471,0.4,1.6,.250,1.2,1.8,.667,.529,0.8,0.8,1.000,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,4.4,,robinje02
409,PJ Hall,23,2TM,C,19,2,11.3,1.6,3.1,.508,0.2,0.3,.600,1.4,2.8,.500,.534,1.2,1.5,.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,,hallpj01
409,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,hallpj01
409,PJ Hall,23,CHO,C,12,2,15.6,2.1,4.2,.500,0.2,0.2,1.000,1.9,4.0,.479,.520,1.8,2.2,.808,2.5,3.0,5.5,0.7,0.3,0.7,1.3,1.6,6.1,,hallpj01
410,Mike Conley,38,MIN,PG,53,15,18.2,1.3,4.0,.325,1.0,3.1,.325,0.3,0.9,.327,.450,0.8,0.9,.900,0.3,1.4,1.7,2.9,0.6,0.3,0.6,1.5,4.5,,conlemi01
411,Craig Porter Jr.,25,CLE,PG,62,2,17.8,1.8,4.0,.444,0.5,1.5,.348,1.3,2.5,.500,.508,0.4,0.6,.579,1.3,2.1,3.4,3.2,0.9,0.6,0.9,1.1,4.5,,portecr01
412,Gabe Vincent,29,2TM,PG,52,7,16.6,1.4,4.1,.352,1.1,3.3,.341,0.3,0.8,.395,.488,0.4,0.4,.870,0.3,0.7,1.0,1.5,0.5,0.1,0.5,1.5,4.4,,vincega01
412,Gabe Vincent,29,LAL,PG,29,7,19.3,1.6,4.5,.346,1.3,3.6,.369,0.2,0.9,.259,.492,0.3,0.4,.909,0.2,0.7,0.9,1.3,0.5,0.0,0.4,1.8,4.8,,vincega01
412,Gabe Vincent,29,ATL,PG,23,0,13.3,1.3,3.6,.361,0.9,2.9,.299,0.4,0.7,.625,.482,0.4,0.5,.833,0.4,0.7,1.1,1.7,0.6,0.1,0.6,1.0,3.9,,vincega01
413,Josh Green,25,CHO,SG,56,0,15.8,1.5,3.2,.458,1.0,2.4,.419,0.4,0.8,.581,.617,0.4,0.5,.893,0.8,1.0,1.8,0.8,0.6,0.1,0.6,1.1,4.4,,greenjo02
414,Mouhamed Gueye,23,ATL,PF,76,8,15.4,1.7,3.8,.451,0.5,1.7,.307,1.2,2.1,.566,.519,0.5,0.8,.645,1.2,2.4,3.6,0.9,0.8,0.5,0.4,1.7,4.4,,gueyemo02
415,Kam Jones,23,IND,SG,35,7,16.4,1.9,4.5,.414,0.6,2.0,.290,1.3,2.5,.511,.478,0.1,0.2,.500,0.3,1.2,1.6,3.2,0.5,0.0,1.0,1.1,4.4,,joneska03
416,DeAndre Jordan,37,NOP,C,12,7,16.6,1.8,2.7,.656,0.0,0.0,,1.8,2.7,.656,.656,0.9,1.4,.647,2.2,4.2,6.3,0.9,0.3,0.8,0.8,1.3,4.4,,jordade01
417,Tyler Kolek,24,NYK,PG,62,1,11.7,1.7,4.0,.435,0.7,1.8,.386,1.0,2.2,.478,.524,0.2,0.3,.700,0.3,1.3,1.6,2.7,0.4,0.1,0.9,1.0,4.4,,kolekty01
418,Liam McNeeley,20,CHO,SF,30,0,12.1,1.3,3.1,.404,0.8,2.0,.400,0.5,1.1,.412,.532,1.1,1.3,.821,0.4,2.0,2.4,0.8,0.2,0.1,0.4,1.2,4.4,,mcneeli01
419,Taelon Peter,23,IND,SG,36,0,12.6,1.6,4.0,.386,1.1,3.3,.339,0.4,0.8,.593,.524,0.2,0.4,.538,0.3,1.3,1.6,1.1,0.7,0.1,0.7,1.0,4.4,,peterta01
420,Jase Richardson,20,ORL,SG,53,0,11.0,1.6,3.5,.464,0.5,1.5,.354,1.1,2.0,.548,.541,0.6,0.9,.717,0.4,0.8,1.2,1.1,0.3,0.0,0.5,1.0,4.4,,richaja02
421,Jarred Vanderbilt,26,LAL,PF,63,3,17.3,1.7,3.6,.472,0.5,1.5,.305,1.3,2.1,.590,.535,0.5,0.9,.589,1.3,3.2,4.5,1.3,0.8,0.3,0.9,1.6,4.4,,vandeja01
422,John Konchar,29,2TM,SG,54,8,19.5,1.6,3.5,.471,0.5,1.7,.287,1.1,1.7,.656,.543,0.6,0.8,.714,1.3,2.8,4.1,2.0,1.4,0.6,0.6,1.4,4.3,,konchjo01
422,John Konchar,29,MEM,SG,30,1,14.5,1.2,2.4,.521,0.4,1.3,.333,0.8,1.1,.750,.613,0.3,0.4,.615,0.7,2.4,3.1,1.3,1.0,0.4,0.5,1.0,3.2,,konchjo01
422,John Konchar,29,UTA,SG,24,7,25.7,2.1,4.8,.440,0.6,2.3,.255,1.5,2.5,.607,.500,0.9,1.2,.759,2.1,3.3,5.4,2.8,1.8,0.9,0.7,1.8,5.8,,konchjo01
423,Yanic Konan Niederhäuser,22,LAC,C,41,0,10.3,1.6,2.4,.640,0.0,0.1,.200,1.5,2.3,.663,.645,1.1,1.5,.758,0.9,2.0,2.9,0.3,0.1,0.7,0.6,1.6,4.3,,konanya01
424,Skal Labissière,29,WAS,PF,3,0,12.7,2.0,3.3,.600,0.3,1.7,.200,1.7,1.7,1.000,.650,0.0,0.0,,1.0,2.0,3.0,1.0,0.7,0.3,0.3,1.0,4.3,,labissk01
425,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,.611,0.0,0.0,,1.6,2.6,.611,.611,1.1,1.4,.800,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,,livelde01
426,Grant Nelson,23,BRK,PF,4,0,8.8,1.3,2.3,.556,0.0,0.0,,1.3,2.3,.556,.556,1.8,2.5,.700,0.3,1.3,1.5,1.3,0.3,1.3,1.0,1.5,4.3,,nelsogr02
427,Jabari Walker,23,PHI,PF,63,6,12.0,1.5,3.3,.450,0.5,1.5,.330,1.0,1.9,.547,.524,0.8,1.0,.750,1.1,1.9,3.0,0.5,0.4,0.2,0.4,1.6,4.3,,walkeja01
428,Moussa Cisse,23,DAL,C,36,1,13.0,1.6,2.6,.600,0.0,0.0,,1.6,2.6,.600,.600,0.9,1.9,.457,2.1,3.2,5.2,0.2,0.4,1.1,0.8,1.8,4.1,,cissemo01
429,Rasheer Fleming,21,PHO,PF,53,0,11.5,1.5,3.7,.408,0.8,2.2,.342,0.8,1.5,.506,.510,0.4,0.6,.559,1.1,1.1,2.2,0.2,0.4,0.4,0.4,1.1,4.1,,flemira01
430,Micah Peavy,24,NOP,SG,59,2,14.2,1.7,4.3,.387,0.4,1.7,.257,1.2,2.6,.471,.438,0.3,0.4,.714,0.7,1.2,1.9,1.0,0.7,0.1,0.3,1.4,4.1,,peavymi01
431,RayJ Dennis,24,3TM,PG,16,0,11.3,1.4,4.6,.301,0.8,2.4,.308,0.6,2.1,.294,.384,0.5,0.6,.889,0.5,0.9,1.4,1.9,0.3,0.3,0.9,1.1,4.0,,dennira01
431,RayJ Dennis,24,IND,PG,13,0,12.9,1.7,5.5,.306,0.9,2.9,.316,0.8,2.6,.294,.389,0.6,0.7,.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,,dennira01
431,RayJ Dennis,24,LAC,PG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,dennira01
431,RayJ Dennis,24,ATL,PG,2,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,,dennira01
432,Carter Bryant,20,SAS,PF,69,0,11.0,1.4,3.6,.397,0.7,2.1,.331,0.7,1.5,.490,.494,0.4,0.6,.725,0.5,1.9,2.4,0.6,0.2,0.3,0.4,1.3,4.0,,bryanca01
433,Jaylen Clark,24,MIN,SG,66,0,12.8,1.4,3.3,.436,0.5,1.4,.330,1.0,1.9,.516,.507,0.7,1.0,.657,0.8,1.0,1.8,0.6,0.7,0.1,0.3,1.3,4.0,,clarkja02
434,Brandon Clarke,29,MEM,PF,2,2,10.0,1.5,4.5,.333,0.0,0.0,,1.5,4.5,.333,.333,1.0,2.0,.500,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,,clarkbr01
435,DaRon Holmes,23,DEN,PF,23,6,8.8,1.3,2.6,.517,0.9,1.9,.455,0.5,0.7,.688,.683,0.4,0.5,.818,0.3,1.1,1.5,0.7,0.0,0.2,0.5,0.8,4.0,,holmeda01
436,Dalton Knecht,24,LAL,SF,52,1,10.3,1.5,3.5,.442,0.6,2.0,.308,0.9,1.5,.623,.530,0.3,0.4,.700,0.3,1.1,1.4,0.3,0.2,0.2,0.4,0.8,4.0,,knechda01
437,Tony Bradley,28,2TM,C,39,3,10.8,1.5,2.8,.546,0.0,0.1,.500,1.5,2.7,.547,.551,0.8,1.1,.744,1.5,1.3,2.8,0.5,0.2,0.2,0.5,1.6,3.9,,bradlto01
437,Tony Bradley,28,IND,C,38,3,10.9,1.6,2.8,.557,0.0,0.1,.500,1.5,2.7,.558,.561,0.8,1.1,.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4.0,,bradlto01
437,Tony Bradley,28,ATL,C,1,0,4.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,bradlto01
438,Nicolas Batum,37,LAC,PF,72,6,17.6,1.3,3.2,.401,1.2,3.1,.401,0.1,0.1,.400,.593,0.1,0.2,.818,0.3,2.2,2.5,0.9,0.7,0.3,0.5,1.3,3.9,,batumni01
439,A.J. Lawson,25,TOR,SG,22,0,8.8,1.3,3.0,.433,0.7,1.7,.432,0.6,1.4,.433,.552,0.5,0.7,.750,0.3,1.4,1.7,0.3,0.5,0.2,0.3,1.1,3.9,,lawsoaj01
440,Caleb Martin,30,DAL,SF,58,12,14.8,1.5,3.3,.450,0.3,1.0,.351,1.1,2.3,.492,.503,0.6,1.1,.607,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,martica02
441,Noah Penda,21,ORL,SF,58,2,12.9,1.4,3.5,.408,0.5,1.6,.330,0.9,1.9,.473,.483,0.6,0.8,.688,1.2,2.1,3.2,1.2,0.5,0.3,0.7,1.2,3.9,,pendano01
442,Hugo González,19,BOS,SF,73,3,14.5,1.5,3.3,.473,0.5,1.5,.357,1.0,1.7,.575,.556,0.2,0.4,.500,0.8,2.5,3.3,0.5,0.5,0.3,0.5,1.6,3.8,,gonzahu01
443,Keshad Johnson,24,MIA,SF,30,0,7.5,1.4,2.9,.471,0.4,1.3,.333,0.9,1.6,.583,.546,0.6,0.9,.704,0.7,1.1,1.8,0.2,0.4,0.3,0.4,0.7,3.8,,johnske10
444,Omer Yurtseven,27,GSW,C,9,0,11.6,1.2,2.9,.423,0.0,0.4,.000,1.2,2.4,.500,.423,1.3,2.0,.667,1.4,1.9,3.3,0.9,0.2,0.1,1.0,1.7,3.8,,yurtsom01
445,Patrick Baldwin Jr.,23,3TM,SF,9,1,11.3,1.2,3.0,.407,0.7,1.6,.429,0.6,1.4,.385,.519,0.6,0.8,.714,1.3,1.2,2.6,0.6,0.3,0.6,0.6,1.7,3.7,,baldwpa01
445,Patrick Baldwin Jr.,23,LAC,SF,2,0,6.0,1.5,2.0,.750,1.0,1.5,.667,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,5.0,,baldwpa01
445,Patrick Baldwin Jr.,23,PHI,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,baldwpa01
445,Patrick Baldwin Jr.,23,SAC,SF,6,1,14.7,1.3,3.8,.348,0.7,1.8,.364,0.7,2.0,.333,.435,0.5,0.8,.600,2.0,1.5,3.5,0.8,0.5,0.8,0.7,2.2,3.8,,baldwpa01
446,Dalen Terry,23,2TM,SG,47,0,11.6,1.4,3.3,.435,0.5,1.4,.364,0.9,1.9,.489,.513,0.3,0.6,.552,0.5,1.3,1.8,1.4,0.6,0.3,0.6,1.0,3.7,,terryda01
446,Dalen Terry,23,CHI,SG,34,0,11.1,1.3,3.0,.441,0.6,1.4,.413,0.8,1.6,.464,.534,0.3,0.5,.529,0.6,1.3,1.9,1.3,0.6,0.3,0.6,1.0,3.5,,terryda01
446,Dalen Terry,23,PHI,SG,13,0,13.0,1.7,4.0,.423,0.4,1.5,.250,1.3,2.5,.531,.471,0.5,0.9,.583,0.5,1.1,1.5,1.8,0.5,0.3,0.4,1.2,4.3,,terryda01
447,Myron Gardner,24,MIA,SF,43,7,9.3,1.3,2.8,.479,0.6,1.5,.406,0.7,1.3,.561,.587,0.4,0.6,.731,0.9,1.9,2.8,1.0,0.5,0.2,0.4,1.7,3.7,,gardnmy01
448,Mohamed Diawara,20,NYK,SF,67,6,8.8,1.3,3.0,.436,0.7,1.8,.390,0.6,1.2,.506,.554,0.2,0.3,.737,0.2,1.1,1.3,0.7,0.2,0.1,0.4,0.7,3.6,,diawamo01
449,Zeke Nnaji,25,DEN,PF,50,3,11.8,1.3,2.8,.468,0.3,1.0,.260,1.1,1.8,.582,.514,0.7,0.9,.773,0.6,1.9,2.6,0.5,0.3,0.4,0.5,1.3,3.6,,nnajize01
450,Tolu Smith,25,DET,PF,14,0,9.4,1.2,2.4,.500,0.0,0.0,,1.2,2.4,.500,.500,1.2,1.9,.654,1.4,1.9,3.3,0.9,0.1,0.4,0.5,1.6,3.6,,smithto05
451,Jeremy Sochan,22,2TM,PF,42,0,10.5,1.4,2.9,.500,0.2,0.9,.231,1.2,1.9,.630,.538,0.4,0.6,.708,0.8,1.6,2.4,0.8,0.4,0.2,0.5,1.4,3.5,,sochaje01
451,Jeremy Sochan,22,SAS,PF,28,0,12.8,1.7,3.5,.475,0.3,1.3,.257,1.4,2.3,.594,.520,0.4,0.6,.688,0.9,1.7,2.6,1.0,0.4,0.2,0.6,1.8,4.1,,sochaje01
451,Jeremy Sochan,22,NYK,PF,14,0,6.1,0.9,1.5,.619,0.0,0.3,.000,0.9,1.2,.765,.619,0.4,0.6,.750,0.5,1.4,1.9,0.5,0.4,0.1,0.2,0.5,2.3,,sochaje01
